Form_Answer,Character_status,HRV_LFHF_mean,HRV_LFHF_std,sub_id,Avatar
3.0,Walk,0.47480880778756096,0.020541123126243826,1,Man
3.0,RightHandToBody,0.5828559327862712,0.1214233872149448,1,Man
4.0,TouchBody,0.6126138424250716,0.0872468616953219,1,Man
5.0,LetfHandToBody,0.8159024028147313,0.07281523094621502,1,Man
4.0,LeftHandToFace,0.7060330404095236,0.06700924136148242,1,Man
4.0,TouchFace,0.6447035127162862,0.03358202495111417,1,Man
4.0,RightHandToFace,0.7238828149954123,0.0563436140513024,1,Man
3.0,Walk,1.4977872148120153,0.06910859727673682,1,Robot
4.0,RightHandToFace,1.6099224451869334,0.24406238103866118,1,Robot
5.0,LeftHandToFace,2.064877571676211,0.2125269435267091,1,Robot
4.0,TouchFace,2.2137424775750465,0.2039898393384847,1,Robot
5.0,TouchBody,1.4325497920655619,0.16614765048642088,1,Robot
4.0,LetfHandToBody,1.0002213266406748,0.04893353533920999,1,Robot
5.0,RightHandToBody,0.9066577231365265,0.06538781610331602,1,Robot
3.0,Walk,1.1422562111586725,0.07985130816714822,1,Woman
4.0,RightHandToFace,0.8760254173097174,0.11645370197709977,1,Woman
4.0,LeftHandToFace,0.8149938777177951,0.2245882537981607,1,Woman
5.0,TouchFace,0.6276466005363349,0.12667362311453742,1,Woman
4.0,LetfHandToBody,0.860548452426514,0.07037326473765118,1,Woman
4.0,RightHandToBody,1.1251151691579453,0.1593865581154786,1,Woman
5.0,TouchBody,1.1747867792654638,0.3409734083896349,1,Woman
2.0,Walk,1.0051396590282764,0.14798441093272638,2,Man
4.0,TouchBody,1.2858317731342213,0.16668739725968906,2,Man
4.0,LetfHandToBody,1.5923687540016598,0.022596750474972775,2,Man
4.0,RightHandToBody,1.8453909413165626,0.10991777990457152,2,Man
4.0,RightHandToFace,1.6693858269054143,0.1796236251453296,2,Man
4.0,LeftHandToFace,1.1133294290955116,0.09088204659986368,2,Man
4.0,TouchFace,0.9681042230045852,0.018632626662552533,2,Man
4.0,Walk,1.8453590366135222,0.14868533857599292,2,Robot
1.0,LeftHandToFace,1.051497314753897,0.1608005114710594,2,Robot
1.0,RightHandToFace,1.2582555331286591,0.04413504198722692,2,Robot
1.0,TouchFace,1.4411435467828169,0.08803279948568891,2,Robot
1.0,RightHandToBody,0.9361255931612529,0.29092941125553545,2,Robot
1.0,TouchBody,0.38197724144619766,0.04231083617221382,2,Robot
1.0,LetfHandToBody,0.2759644945298128,0.04174279686908716,2,Robot
2.0,Walk,0.9780998131718449,0.10072609340791254,2,Woman
2.0,TouchBody,0.5050906570932656,0.15044332638586372,2,Woman
1.0,LetfHandToBody,0.18646940686049862,0.02472287858321449,2,Woman
2.0,RightHandToBody,0.34782470041981195,0.0777485463369393,2,Woman
2.0,TouchFace,0.48461464191850245,0.011473243989084435,2,Woman
1.0,RightHandToFace,0.6820332608913224,0.16572287817608042,2,Woman
1.0,LeftHandToFace,0.9598550417250102,0.09559788701700542,2,Woman
1.0,Walk,4.527939153194374,0.3485508392590211,3,Man
2.0,TouchFace,6.074169233228735,0.6737475157988806,3,Man
3.0,LeftHandToFace,8.565982692940956,0.7111196605866219,3,Man
4.0,RightHandToFace,8.014154139537032,1.8176179498551175,3,Man
4.0,TouchBody,4.65117495234816,0.07969974695249578,3,Man
5.0,RightHandToBody,4.037921670062691,0.3801842304875969,3,Man
3.0,LetfHandToBody,2.912674805275539,0.22243253809766766,3,Man
4.0,Walk,7.234109338696389,0.981048423496047,3,Robot
4.0,RightHandToFace,7.00778502256427,0.7442069121132442,3,Robot
5.0,TouchFace,5.920604113877921,1.2540362081645045,3,Robot
3.0,LeftHandToFace,3.4221677251622755,0.21343618111021478,3,Robot
4.0,RightHandToBody,3.0175824804279223,0.49856829439417955,3,Robot
1.0,LetfHandToBody,4.57859684344674,0.9678695331568715,3,Robot
3.0,TouchBody,8.116413345143435,0.39277697025639824,3,Robot
1.0,Walk,2.230149859857451,0.06841957237033455,3,Woman
1.0,RightHandToFace,2.0775100523604557,0.06810992460608166,3,Woman
3.0,LeftHandToFace,2.2481080134245586,0.27040754265586336,3,Woman
4.0,TouchFace,2.654913804171528,0.18845482935762053,3,Woman
2.0,LetfHandToBody,3.5940867095554023,0.6883017072862653,3,Woman
5.0,TouchBody,5.200545452443789,0.9820832303897192,3,Woman
4.0,RightHandToBody,8.931729432427954,0.6054807004973279,3,Woman
3.0,Walk,2.4382140821861813,0.39297450500280195,4,Man
3.0,LetfHandToBody,3.2292432991354634,0.27204809265877866,4,Man
3.0,RightHandToBody,3.766534253914436,0.14963676506276263,4,Man
3.0,TouchBody,2.58094315426093,1.006312855910775,4,Man
3.0,RightHandToFace,1.0308603475875182,0.14511583170862893,4,Man
3.0,TouchFace,1.692726607580203,0.3822662802507498,4,Man
3.0,LeftHandToFace,2.3446713516946582,0.38697754823180897,4,Man
3.0,Walk,2.8036051219976343,0.10521600030703095,4,Robot
3.0,TouchBody,4.614026823362604,0.5896762504671224,4,Robot
3.0,LetfHandToBody,5.584255854756414,0.3433027969136338,4,Robot
3.0,RightHandToBody,4.8956908853694285,0.17873194439949466,4,Robot
3.0,RightHandToFace,2.6018853930411376,0.7952944691630068,4,Robot
3.0,TouchFace,1.9258940042507982,0.2641875367570948,4,Robot
3.0,LeftHandToFace,1.6337616619880173,0.11297068945152354,4,Robot
3.0,Walk,0.40693980249192574,0.015772636159397124,4,Woman
3.0,RightHandToFace,0.44496695470137365,0.18741074530473473,4,Woman
3.0,TouchFace,2.0029232645177344,0.35835908975478986,4,Woman
3.0,LeftHandToFace,1.7817434513332855,0.13860275619153162,4,Woman
3.0,RightHandToBody,2.272953958485025,0.2642175909230133,4,Woman
3.0,LetfHandToBody,4.093639064675809,0.9309915091923131,4,Woman
3.0,TouchBody,6.812709915677785,0.8268268681091687,4,Woman
1.0,Walk,0.6718934633573587,0.0824732128319691,5,Man
2.0,LetfHandToBody,0.8755153281521846,0.049165922628318086,5,Man
1.0,TouchBody,0.8658854625760382,0.07649660785768701,5,Man
2.0,RightHandToBody,1.0000476526607116,0.06617617872329701,5,Man
3.0,RightHandToFace,0.8436379131990914,0.08802318356628813,5,Man
4.0,TouchFace,0.7934224730365719,0.10066955350317593,5,Man
4.0,LeftHandToFace,1.872750917346692,0.3767885869334245,5,Man
1.0,Walk,0.6794241966571236,0.0662277596372803,5,Robot
2.0,LetfHandToBody,0.9317926483696536,0.11411700928224658,5,Robot
2.0,RightHandToBody,1.3490347912760348,0.09683221224005244,5,Robot
2.0,TouchBody,0.7347089997641458,0.19110873650742968,5,Robot
1.0,RightHandToFace,0.8339445961427167,0.22532506460481616,5,Robot
2.0,LeftHandToFace,1.488883217473188,0.10746494395615111,5,Robot
1.0,TouchFace,1.7243405200409128,0.15685118698733258,5,Robot
2.0,Walk,0.9383532899817644,0.09058031866989286,5,Woman
3.0,TouchFace,0.5897230507995971,0.0638100893460732,5,Woman
2.0,RightHandToFace,0.5894785604017112,0.09935108953706037,5,Woman
2.0,LeftHandToFace,1.4973183403980794,0.1819665151141026,5,Woman
2.0,LetfHandToBody,2.212087378785414,0.33489657772553444,5,Woman
2.0,RightHandToBody,2.1854260980595503,0.09581164568396836,5,Woman
2.0,TouchBody,1.0959030612158376,0.34465861783404594,5,Woman
3.0,Walk,3.076215361139265,0.2796458417436996,6,Man
4.0,RightHandToBody,4.546735196247386,0.5282810772473749,6,Man
3.0,LetfHandToBody,6.8019345168153,0.704563775142818,6,Man
3.0,TouchBody,7.897507679748982,0.3065407269249718,6,Man
5.0,TouchFace,6.0022212609303125,0.6339009024976958,6,Man
2.0,LeftHandToFace,5.287365199712645,0.14546474408330695,6,Man
3.0,RightHandToFace,4.888453057208071,0.32109009452126175,6,Man
4.0,Walk,2.5380817421335093,0.37338323143658536,6,Robot
5.0,TouchBody,3.4944173608908713,0.12589439925710816,6,Robot
4.0,RightHandToBody,2.9582275633583133,0.4445170306457477,6,Robot
4.0,LetfHandToBody,2.876427029499509,0.3550256901343339,6,Robot
5.0,TouchFace,3.411044366780299,0.15250659443861025,6,Robot
4.0,RightHandToFace,2.642696297934174,0.21961556626202544,6,Robot
3.0,LeftHandToFace,2.3780860412924705,0.1819519509549299,6,Robot
1.0,Walk,5.958181553452117,0.1602112428812161,6,Woman
1.0,TouchFace,6.273231109888812,0.4347971181773054,6,Woman
1.0,LeftHandToFace,3.97139817187978,0.7703347054460777,6,Woman
1.0,RightHandToFace,2.513294480894986,0.27417708680444286,6,Woman
2.0,LetfHandToBody,1.590156197326519,0.34988166520293257,6,Woman
2.0,RightHandToBody,1.9530277403032317,0.1557071969680021,6,Woman
2.0,TouchBody,2.1337374570347287,0.1609219614568265,6,Woman
5.0,Walk,0.7664453023405771,0.09641858021307378,7,Man
1.0,RightHandToFace,1.5402265121830212,0.22553638712640067,7,Man
4.0,TouchFace,1.3599781648848441,0.04954327641648293,7,Man
1.0,LeftHandToFace,2.1789210315221177,0.6932014911908558,7,Man
2.0,RightHandToBody,6.6657567670647,1.2082209672280768,7,Man
4.0,TouchBody,7.62753807182711,0.44744180717310394,7,Man
4.0,LetfHandToBody,9.400939810882557,0.4052361132405865,7,Man
5.0,Walk,5.951015493319075,2.876225647352243,7,Robot
4.0,LeftHandToFace,15.20419894318599,0.973024603103008,7,Robot
5.0,TouchFace,12.669571083111768,1.261360683585975,7,Robot
2.0,RightHandToFace,11.839546817664386,0.8847476234284559,7,Robot
5.0,LetfHandToBody,7.791539572088152,2.1866462782754126,7,Robot
3.0,TouchBody,5.789266046712894,0.20176397555710776,7,Robot
2.0,RightHandToBody,3.6966325270847413,0.8954178877743297,7,Robot
3.0,Walk,5.633910830396153,0.4563018597919271,7,Woman
1.0,RightHandToFace,11.337326880013382,2.212685772684051,7,Woman
2.0,TouchFace,12.116169117879098,1.7636907494089065,7,Woman
4.0,LeftHandToFace,10.535825523941169,1.5205129648222855,7,Woman
3.0,LetfHandToBody,11.280675631962476,1.6742739007400986,7,Woman
5.0,RightHandToBody,9.427687964804079,0.39705779423136206,7,Woman
4.0,TouchBody,10.379330775156973,0.3179318626651036,7,Woman
5.0,Walk,3.7047155509194205,0.4305801769164756,8,Man
4.0,RightHandToBody,2.880960281548607,0.5010052443983534,8,Man
4.0,LetfHandToBody,1.8335623090589717,0.19017710920387945,8,Man
5.0,TouchBody,2.1776382382165025,0.43161815022764205,8,Man
5.0,TouchFace,1.8738737286257816,0.2233336976517398,8,Man
5.0,LeftHandToFace,1.5000707896327643,0.1871113111598772,8,Man
5.0,RightHandToFace,0.8472150188292391,0.12641138220274095,8,Man
4.0,Walk,2.390574496109297,0.08148200972901767,8,Robot
4.0,TouchFace,1.9353981866020222,0.20474679125362366,8,Robot
4.0,LeftHandToFace,1.877934021895471,0.037590367627594684,8,Robot
4.0,RightHandToFace,1.7290438362942402,0.11785966213843296,8,Robot
4.0,RightHandToBody,1.5428838768318942,0.07539216781352953,8,Robot
3.0,LetfHandToBody,1.46434105417781,0.0381853663865373,8,Robot
3.0,TouchBody,2.308133285384345,0.4878704384514582,8,Robot
3.0,Walk,5.522382035151939,0.628151281943163,8,Woman
2.0,RightHandToBody,2.940463333857722,0.9140521403478485,8,Woman
3.0,LetfHandToBody,3.437935745926952,0.2611842482311444,8,Woman
3.0,TouchBody,5.442044155685741,0.7098080089063329,8,Woman
4.0,RightHandToFace,5.196979350573602,0.8345584154322117,8,Woman
4.0,TouchFace,3.6476151798347263,0.2929625547930171,8,Woman
4.0,LeftHandToFace,4.015552926761502,0.1721386226516343,8,Woman
1.0,Walk,5.800767642277449,0.5302427407097013,9,Man
4.0,RightHandToBody,7.517052159680522,0.3406918408931791,9,Man
1.0,LetfHandToBody,7.642637016547451,0.29373233578898195,9,Man
1.0,TouchBody,7.744972820564692,1.0752923740248768,9,Man
2.0,TouchFace,2.444016716216589,0.8630969397795095,9,Man
1.0,LeftHandToFace,1.8577979416204564,0.27935250707553594,9,Man
1.0,RightHandToFace,3.034651203625971,0.17497697332120413,9,Man
1.0,Walk,2.2604651955619417,0.2660070557170773,9,Robot
4.0,TouchBody,1.5674069529186387,0.12408671528508478,9,Robot
3.0,RightHandToBody,1.7925324527215079,0.4679335143549147,9,Robot
2.0,LetfHandToBody,2.3931888648933075,0.32691312080021734,9,Robot
1.0,LeftHandToFace,3.3051850168549888,0.10376080098665516,9,Robot
3.0,TouchFace,3.2887703603101817,0.2640288487792174,9,Robot
2.0,RightHandToFace,2.9549410925934225,0.5314143043519775,9,Robot
1.0,Walk,1.9041364989345393,0.1261474670670435,9,Woman
2.0,RightHandToFace,2.280573613288166,0.1225749534266421,9,Woman
4.0,TouchFace,1.85490785910903,0.17028426034852978,9,Woman
1.0,LeftHandToFace,2.2436096367584164,0.31446361857190397,9,Woman
1.0,RightHandToBody,2.3567986166981663,0.265713382013758,9,Woman
2.0,LetfHandToBody,2.402867798940415,0.7085917085975797,9,Woman
3.0,TouchBody,1.38850350065455,0.2945039010370387,9,Woman
2.0,Walk,0.6468088310258907,0.01760667723290554,10,Man
3.0,TouchBody,0.6444320865295581,0.04917086719190522,10,Man
3.0,LetfHandToBody,0.738748435370052,0.06243599383422392,10,Man
2.0,RightHandToBody,0.9027402053229949,0.09395683649884384,10,Man
2.0,LeftHandToFace,1.1788848475807452,0.0811343882822489,10,Man
3.0,TouchFace,1.4828709411582406,0.2168876662647289,10,Man
2.0,RightHandToFace,1.7712127312772472,0.18772078645863088,10,Man
3.0,Walk,0.16631350462946815,0.01879499101627165,10,Robot
4.0,TouchBody,0.5518199193180645,0.19110356330989448,10,Robot
2.0,LetfHandToBody,1.0460496962071701,0.16124452311874043,10,Robot
2.0,RightHandToBody,1.2462674843386459,0.08705502969820009,10,Robot
3.0,TouchFace,1.4013201974365834,0.29752025609986454,10,Robot
3.0,LeftHandToFace,1.364507728770469,0.12129961850127038,10,Robot
2.0,RightHandToFace,1.5347905477487331,0.0768243078437512,10,Robot
1.0,Walk,0.8312782701037973,0.056675453473981736,10,Woman
1.0,LeftHandToFace,0.865998416586288,0.03013633438591228,10,Woman
3.0,TouchFace,0.6887572305620665,0.1829546533154415,10,Woman
2.0,RightHandToFace,0.5881244690514457,0.10503463008899579,10,Woman
2.0,RightHandToBody,0.5962976592721548,0.053344038151675585,10,Woman
3.0,TouchBody,0.6926752141315344,0.26039936482673803,10,Woman
3.0,LetfHandToBody,1.4985041684299487,0.19434354326570724,10,Woman
3.0,Walk,5.48500600591092,1.5131468193325956,11,Man
2.0,RightHandToFace,8.85401501873464,1.2146935669833951,11,Man
3.0,TouchFace,8.069837921221358,1.0550203089009917,11,Man
4.0,LeftHandToFace,5.908061613243177,0.5306342649141614,11,Man
2.0,RightHandToBody,3.0012782464420837,0.4288893624845945,11,Man
3.0,LetfHandToBody,2.209167020424222,0.2670620162392018,11,Man
3.0,TouchBody,1.657309812810422,0.41709775525905113,11,Man
3.0,Walk,1.8852051792584206,0.11891044794252187,11,Robot
3.0,RightHandToFace,1.894517045651667,0.2763353570466747,11,Robot
3.0,LeftHandToFace,2.2048999657797372,0.19049948070465592,11,Robot
4.0,TouchFace,1.3859179565918007,0.11875824988607402,11,Robot
3.0,LetfHandToBody,1.142050908367918,0.16059000922755276,11,Robot
4.0,TouchBody,1.4283484171400773,0.10493800641538074,11,Robot
3.0,RightHandToBody,1.3059959416214137,0.052228724076005095,11,Robot
1.0,Walk,2.9260112556165745,0.42512217363068244,11,Woman
2.0,RightHandToFace,2.897338640359207,0.22741533063989017,11,Woman
2.0,TouchFace,2.5726676802503476,0.20808662178371348,11,Woman
2.0,LeftHandToFace,1.6310146949020619,0.17629294329855882,11,Woman
2.0,RightHandToBody,1.3417932516477509,0.33138842415969055,11,Woman
2.0,LetfHandToBody,2.223762156527816,0.2296207818978341,11,Woman
2.0,TouchBody,3.051568035017521,0.2572760321172734,11,Woman
3.0,Walk,1.7782892939167547,0.0634809538190739,12,Man
4.0,TouchBody,2.281673900284193,0.25498971115791363,12,Man
2.0,LetfHandToBody,0.8372873174111697,0.29635836443973157,12,Man
2.0,RightHandToBody,0.6742832681131252,0.07707232572575187,12,Man
2.0,RightHandToFace,0.7974352871637729,0.12118049419103122,12,Man
4.0,TouchFace,0.5947158558114264,0.1015340572131387,12,Man
4.0,LeftHandToFace,0.5011105240584763,0.09290502512511635,12,Man
2.0,Walk,0.7519012072434846,0.08428133675811506,12,Robot
3.0,LeftHandToFace,0.8778775966602557,0.15932114614076673,12,Robot
2.0,TouchFace,1.372928914953275,0.18050098218956015,12,Robot
2.0,RightHandToFace,2.1860656866975803,0.2038213861645368,12,Robot
4.0,LetfHandToBody,3.308515556858396,0.43729746585355983,12,Robot
4.0,RightHandToBody,2.859897535956554,0.1318373488537297,12,Robot
5.0,TouchBody,2.3830737057761877,0.2734657018370943,12,Robot
3.0,Walk,2.4325417276419343,0.3528187006101763,12,Woman
1.0,LetfHandToBody,4.36249820799446,0.3853727399701598,12,Woman
2.0,TouchBody,5.735201302335308,0.3238699407854448,12,Woman
2.0,RightHandToBody,6.7339417445449685,0.6661591987809382,12,Woman
2.0,RightHandToFace,4.206317503992978,0.275715570025723,12,Woman
2.0,LeftHandToFace,3.222694168681037,0.14561267654409887,12,Woman
4.0,TouchFace,2.3922006573225127,0.5318794524479438,12,Woman
3.0,Walk,1.7006047299552984,0.1029936344458897,13,Man
2.0,LeftHandToFace,2.916133499980427,0.7755618191464638,13,Man
2.0,TouchFace,4.0581651378069665,0.3437250779758662,13,Man
3.0,RightHandToFace,4.19952149289075,0.5494032580283732,13,Man
1.0,RightHandToBody,2.3390001613298423,0.8779731839148252,13,Man
4.0,TouchBody,1.1610550287369192,0.23858398708522394,13,Man
4.0,LetfHandToBody,0.7315294813034758,0.056200897611671186,13,Man
1.0,Walk,2.735449172856102,0.2025415384502964,13,Robot
2.0,RightHandToFace,2.5599641279430063,0.15568629603753456,13,Robot
1.0,LeftHandToFace,2.3541400048034737,0.3488641484694554,13,Robot
1.0,TouchFace,1.3031136848332574,0.1270101346925517,13,Robot
2.0,LetfHandToBody,0.9795789648888462,0.1291102416188752,13,Robot
3.0,TouchBody,0.9092963993256266,0.07009707081355226,13,Robot
3.0,RightHandToBody,1.6753906398759957,0.525125878031625,13,Robot
3.0,Walk,2.273253783831221,0.2857196968227985,13,Woman
3.0,RightHandToBody,2.1046156175624815,0.27736156873121154,13,Woman
2.0,TouchBody,2.480411607915663,0.5277022378173896,13,Woman
4.0,LetfHandToBody,2.237517595572085,0.08919740296504891,13,Woman
4.0,TouchFace,1.6580036694174212,0.18629592296533715,13,Woman
3.0,RightHandToFace,1.3567465391861517,0.02379615577007093,13,Woman
2.0,LeftHandToFace,1.3530664623309236,0.046629026816483836,13,Woman
3.0,Walk,0.9925517182857155,0.2882486198080779,14,Man
4.0,TouchBody,1.5102230007686168,0.1387190672846495,14,Man
4.0,LetfHandToBody,1.0780651631629317,0.058788619071892805,14,Man
3.0,RightHandToBody,1.002218077082702,0.1998690844982259,14,Man
3.0,TouchFace,0.3369182963997698,0.07899967955017738,14,Man
3.0,LeftHandToFace,0.2494524694631748,0.010683674604725107,14,Man
3.0,RightHandToFace,0.3295818986975223,0.08586257963417399,14,Man
4.0,Walk,0.9167825699713078,0.09111536553092203,14,Robot
3.0,LetfHandToBody,0.7765002803282888,0.12188290645348482,14,Robot
4.0,TouchBody,0.5478505302017636,0.07013979427933774,14,Robot
4.0,RightHandToBody,0.467434407077689,0.055673794945076176,14,Robot
4.0,RightHandToFace,0.555412843557662,0.026519665095586724,14,Robot
4.0,TouchFace,0.497485277306406,0.010665964663109278,14,Robot
4.0,LeftHandToFace,0.541940350012583,0.01840309249789724,14,Robot
3.0,Walk,2.317222553046561,0.10495726418208062,14,Woman
5.0,TouchBody,4.612673710774379,1.3679477915749796,14,Woman
2.0,RightHandToBody,6.787560565348775,0.2617570125546315,14,Woman
2.0,LetfHandToBody,7.6310691431591335,0.47708448219732236,14,Woman
2.0,LeftHandToFace,6.124857197755622,2.4961924398284823,14,Woman
2.0,RightHandToFace,1.1134594417753159,0.22326258773952307,14,Woman
3.0,TouchFace,1.0187564784647392,0.04264763851127977,14,Woman
3.0,Walk,0.15687464633314807,0.038980536689493,15,Man
2.0,RightHandToFace,0.7394544614983949,0.3252647933892547,15,Man
3.0,LeftHandToFace,1.5355623037448136,0.1328176763767111,15,Man
3.0,TouchFace,1.457970407699005,0.13974275331639338,15,Man
3.0,LetfHandToBody,0.7372613030671271,0.22103793722887644,15,Man
4.0,TouchBody,0.5078726362482545,0.08423352545661908,15,Man
4.0,RightHandToBody,0.8607733905059576,0.1140965295365737,15,Man
4.0,Walk,1.840119774964187,0.21168884676223507,15,Robot
3.0,RightHandToFace,0.9889134265293382,0.1513888205579332,15,Robot
3.0,TouchFace,1.0677687571604275,0.05590912685672267,15,Robot
4.0,LeftHandToFace,0.6384037947140572,0.08823665132188245,15,Robot
3.0,RightHandToBody,0.3207053113927327,0.06656550866130344,15,Robot
4.0,LetfHandToBody,0.2754805325022761,0.007797865465262009,15,Robot
4.0,TouchBody,0.5491113194254277,0.2483434651119045,15,Robot
2.0,Walk,0.8404272852959095,0.28050841091556145,15,Woman
4.0,LeftHandToFace,2.9130772293663667,0.8022760334997626,15,Woman
5.0,TouchFace,3.404225816220694,0.44050738677879103,15,Woman
3.0,RightHandToFace,2.144901091995194,0.35156874538644844,15,Woman
3.0,LetfHandToBody,1.2540149417570505,0.22017417918814577,15,Woman
4.0,RightHandToBody,0.9932343706679737,0.06384664332601547,15,Woman
5.0,TouchBody,0.7646003139759252,0.07026532585679902,15,Woman
4.0,Walk,9.879151696132043,0.43861627532192093,16,Man
3.0,RightHandToBody,7.43733503720182,1.7035670574081703,16,Man
4.0,LetfHandToBody,5.111828753036328,0.3288059055329592,16,Man
5.0,TouchBody,3.995950511493065,0.1854873227319593,16,Man
4.0,LeftHandToFace,3.549975620320425,0.16500434467781394,16,Man
3.0,RightHandToFace,2.5077402063685232,0.37992773097153876,16,Man
5.0,TouchFace,2.0048447896429056,0.06778611709663772,16,Man
4.0,Walk,2.2196966315811535,1.021688327867936,16,Robot
4.0,LeftHandToFace,5.736607482598117,1.101012161839962,16,Robot
4.0,RightHandToFace,7.016768790633655,0.3102446709109513,16,Robot
5.0,TouchFace,5.794728876234752,0.40056434211734027,16,Robot
